ASV	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	term	full.formula	null.formula
ASV57	27.40951149086128	0.03755866442853885	0.21362497844297093	0.15253352465754233	0.6961258939496002	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV62	42.98435465100846	-0.044984627514701295	0.21756330754569672	-6.818935569760868	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV64	33.04016235370708	0.01728498248588682	0.178976026356601	-0.12531552516281863	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV66	42.10185244722121	0.0362483494263412	0.21754176511215162	0.1303705158686057	0.7180481843317067	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV67	35.64758815726835	-0.02947244648854758	0.21747815131027384	-44.608909436210524	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV74	66.7624171788895	-0.004854082298810928	0.2178092658815107	0.20926480849340123	0.647344250733877	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV81	39.724293368583304	0.01128736441814752	0.17846360264713507	-0.32242063766625506	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV82	68.7408264003279	0.03809528754986418	0.20439831261878336	-5.516745085885873	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV83	47.34554350863768	-0.006080447842267731	0.21686227708423564	0.07248190402003729	0.7877568240175351	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV87	30.093248564969272	0.0045679209500773706	0.21800575889345908	-0.20998096378860964	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV92	53.939702512015955	0.03316389660777382	0.217854516222964	-3.901005203151442	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV94	66.14007054133025	0.10605545520779129	0.21743532971490886	-44.694544690056944	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV115	70.53242394861569	0.015287405684401472	0.21712050579389838	-1.027289007932609	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV116	45.96857365080216	0.04312660625829352	0.21726236351972444	-4.894584315072279	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV130	52.724991056163965	8.093722759853907e-4	0.21772214156859088	-0.05752317453919886	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV141	41.11739956607556	0.029425169530439454	0.21781412603274072	-2.256070408584776	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV146	31.156407170098873	0.011855991215044109	0.21846283201504552	-2.84704055494862	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV154	100.5436408179937	0.010174041800345245	0.21822819352111655	-1.105437156689561	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV155	35.616404382511575	0.010246072895550186	0.21794504473273055	0.26414804962126937	0.6072846039460572	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV156	126.5741485486966	0.008540541070405201	0.218490184110881	0.0029244639898706737	0.9568727702879535	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV159	54.142744061656494	0.01470448489316824	0.21842249771797503	-1.3464511683368983	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV288	130.47170468187497	0.0067631347770169045	0.21863429233673098	0.00412569548529973	0.9487858344811426	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV294	39.33428161336569	0.03262408601155788	0.21846099824817533	0.007493326211317708	0.9310180817546914	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV333	21.56899247657541	0.03456998684367387	0.21814890465760825	0.15369071676616386	0.6950330359663495	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV362	65.12995470625644	0.0462885963733265	0.2183943978829782	0.23508317401677914	0.6277800808091858	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV448	36.69972370636376	0.00730145624018835	0.21863611775012223	0.004453236713629849	0.9467946001239533	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV520	38.916330309434485	-0.005614160261766733	0.21864586186591312	-2.1609520146625982e-4	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV562	45.14435690521564	-0.004200015093288549	0.21862754426623823	-0.0020285948165508216	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV621	125.12405266257771	-0.009889125768344961	0.2186102554142471	-0.001187886134061955	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV635	38.237324116347224	-0.005485453258387391	0.21865625363435015	-0.0013861676856947724	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV669	65.94026460468379	-0.012337063845444687	0.2185854787318772	-8.852647712842554e-5	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV714	93.45657978313636	0.010265055949932694	0.2185731399874289	0.0028004159292152053	0.9577964806646828	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV816	124.79176917929554	0.02010832310439261	0.2185655470937279	0.0014602130628418308	0.9695180678073687	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV839	123.36379335040039	0.002436559820562141	0.2185783670006852	6.156022638492686e-4	0.9802054511161105	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV862	70.51608976582094	-0.013021252867963977	0.21856557691035292	-0.004062130745154491	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV904	43.46184907142891	0.005176056201778283	0.21862915756933052	0.002492778679169305	0.9601799758697926	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV1320	78.97700344345304	-0.015468949146273323	0.2186567085435555	-0.007504168070312289	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV1484	45.99465457014516	-0.009894519985840091	0.21861583723225303	-0.005873574974771145	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV1579	39.507254256119175	-0.00974978767006421	0.21861635885023153	-0.005787425008804803	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV81	39.724293368583304	-0.1088772312946918	0.2652259757427107	228.48040506804568	1.278632022325519e-51	1.4576405054510918e-49	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV130	52.724991056163965	-0.14058459509268498	0.3709716377566637	143.70707889167	4.1175043447011355e-33	2.346977476479647e-31	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV16	1316.7746849412188	0.25791180071414743	0.7049256405956138	137.87065152367927	7.778175207171848e-32	2.9557065787253025e-30	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV10	296.8919119811881	-0.19310794360100708	0.7043433165699725	84.15105036563511	4.5838037193476146e-20	1.3063840600140701e-18	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV206	82.92434103091651	0.16543438562811918	0.7092945322153139	71.44508157274339	2.850835491708281e-17	6.499904921094882e-16	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV195	197.03746373691587	0.0774849805237816	0.7104232260133403	67.46882298214723	2.140451914881074e-16	4.0668586382740404e-15	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV20	129.81483544428974	0.20026495193147043	0.7093228202883267	57.215425660802566	3.90595572869515e-14	6.361127901017816e-13	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV128	46.2792078697368	-0.4444666377949443	0.7067774510871531	34.30993483816695	4.699765004219058e-9	6.697165131012158e-8	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV68	70.78751974801517	0.3090881966830975	0.7055923794447984	29.7141824759168	5.006718306488626e-8	6.341843188218926e-7	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV63	67.16843650848288	0.3641095483884209	0.7058424250209098	28.809208925270127	7.987044316859306e-8	9.105230521219609e-7	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV305	63.660311898695866	0.1417990274727679	0.7095249000590955	25.627050599043088	4.141921765996311e-7	4.292537102941631e-6	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV92	53.939702512015955	-0.29328443331611864	0.7080108339392741	21.2267342374617	4.080332216889734e-6	3.876315606045247e-5	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV249	105.1063183810386	0.04655347479878538	0.7096399096923652	20.965384728230163	4.676571102554042e-6	4.100993120701237e-5	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV27	76.16625908094399	0.2795095223776645	0.6603620363510339	18.665592404046606	1.5576817079363046e-5	1.268397962176705e-4	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV520	38.916330309434485	0.11693343020463698	0.7103117605338881	18.179044107166646	2.010792430291694e-5	1.5282022470216873e-4	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV159	54.142744061656494	0.21298150591916842	0.7096802454797275	17.50450542318447	2.8662764679491596e-5	2.0422219834137763e-4	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV52	118.8620369627845	0.3282785629797858	0.705879890869997	17.330912804600302	3.140365490521121e-5	2.1058921524671047e-4	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV29	152.95952220245726	0.12894266394715573	0.7050645754594917	15.152961667036152	9.914267429965655e-5	6.279036038978248e-4	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV56	62.35195845916789	0.19754647695294644	0.7060823662972094	14.872473256218939	1.1502935432073619e-4	6.901761259244172e-4	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV31	88.28902324465867	0.2971780426600117	0.6785291479726547	14.370894645178282	1.501046293639035e-4	8.555963873742499e-4	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV141	41.11739956607556	-0.2732260339896255	0.7084732088682647	13.30539438012903	2.6464362061433234e-4	0.0014366367976206614	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV123	43.918361015149486	-0.1758251472173637	0.7077790313908903	12.680666145387136	3.694559220966583e-4	0.0019144534145008657	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV62	42.98435465100846	0.24607562993070897	0.7065969970316422	10.825294778174054	0.0010012275243810715	0.004962605990410528	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV164	228.2102222235239	0.14269050817210424	0.7098531925567556	9.196202690001542	0.002425176950997526	0.01151959051723825	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV116	45.96857365080216	0.2799876539366069	0.7073582929165212	8.882298456321394	0.002879488048993609	0.013130465503410856	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV127	77.80344061700279	0.11099883933751872	0.7090373798020796	7.757165592249862	0.005349985363324707	0.02345762813150064	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV404	43.33642608291556	0.07226798369946856	0.7099454335902824	6.540722694613805	0.010543250976610815	0.044515948567912335	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV336	8.87345115128304	-0.07838374727415987	0.7102230498404988	6.319978085602742	0.0119385104395501	0.04860679250388255	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV44	82.80562643271416	0.09574106287323488	0.7048140044310863	5.53251647068646	0.018666239993670265	0.07337763307856587	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV169	62.78127061066914	-0.053521720628848066	0.7096133736584285	5.274092616875862	0.02164506650990359	0.08225125273763363	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV333	21.56899247657541	0.14546693605734382	0.7091346780535386	5.091535641402686	0.024042892524382766	0.08841579831547211	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV13	230.2504184070934	0.11170574367382541	0.7028573560380543	4.067045766852289	0.04372768747199624	0.15577988661898662	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV72	67.69074612652041	0.07265029423035116	0.707510132446772	3.8815546814363415	0.0488193309636882	0.16864859787455924	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV9	209.9838778141301	0.1807523658591919	0.7042134021307763	3.76845382349768	0.05222789044121288	0.1751170444205373	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV35	33.69558158958793	-0.2661065940107291	0.7077747610481642	2.78702443693777	0.09503053678494688	0.30952803409954127	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV38	62.85680776442791	-0.19322625348145983	0.6783806776586464	2.651979881884813	0.1034210147910974	0.3274998801718084	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV14	114.93462347976144	0.45783450865018144	0.471884313016427	1.1333518312501383	0.2870615149083804	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV15	890.1119635747932	0.08336305185152701	0.7020222969372713	1.2799014737827292	0.2579173553770203	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV17	136.5072044967013	-0.04157328452377305	0.4859059695446309	1.3696953626491677	0.24186423150433675	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV26	81.66229648402732	0.19967261134534367	0.5883037737649738	1.2890887809464857	0.25621594463818675	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV45	49.77215796128144	0.2018408578839497	0.5765482395665412	1.1490288435253433	0.2837525389648192	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV54	107.87613262181095	-0.017343739869477914	0.6399828037728943	1.1255382728008954	0.28872903822557594	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV59	31.69463686411693	-0.1042916751353843	0.7072085473806695	1.21323551583248	0.2706922816533613	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV87	30.093248564969272	0.04961326391700887	0.7091111167735514	1.159287635218334	0.28161332760949265	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV110	52.46850286307233	-0.017024738050109785	0.7095641821024674	1.3096465777114759	0.25245865435205334	0.7314468968381257	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV32	74.75415199092106	0.06272450872134853	0.5862549528421573	0.8934975191710919	0.34453127004234974	0.8538383648875624	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV30	83.37458889337168	0.1610013686964383	0.7046346526777482	0.7634196761179055	0.38226045801529634	0.8544645532106624	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV82	68.7408264003279	-0.010296424196001476	0.644561962857166	0.7883978868845816	0.3745850093468353	0.8544645532106624	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV178	25.040529599418534	-0.11308538236020291	0.7079979137645823	0.7873540834974619	0.3749013935423736	0.8544645532106624	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV280	70.18147415986107	0.018554842258295554	0.7101780182260458	0.8508300759018539	0.3563176193595382	0.8544645532106624	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV362	65.12995470625644	0.18596541786722726	0.7099865725164894	0.7909431149886927	0.3738151005311542	0.8544645532106624	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV3	828.8852712361224	-0.06564944370787974	0.08387415564746173	0.6557297855536035	0.41807154979035466	0.8699394776073128	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV46	188.56067289064885	0.012589278777669875	0.7067432827955429	0.651133702653965	0.4197076427052825	0.8699394776073128	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV115	70.53242394861569	-0.020311953399377462	0.7070606929847237	0.7137634205917038	0.39819727143561773	0.8699394776073128	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV142	18.925912918584988	-0.06297431367043041	0.7102645127164958	0.6775341519807512	0.4104371253457568	0.8699394776073128	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV1	3237.7126612350717	-0.0017927549333142643	0.09293571734884004	3.155572110244975e-4	0.9858271798625451	1	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV2	1468.6553390429124	-0.15844554730142313	0.4127392399040234	-1.790475978245695	1	1	t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14559_TEWL_temperature	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
